customer_id,card_number,card_type,amount,fraud_status
374de7b5,4733439271457471,Amex,696.92,Legit
7c793879,4668490471999753,Visa,410.93,Fraud
d51d6cad,4046519435541104,Visa,3962.83,Fraud
677d1e72,4128519909325720,Visa,1683.9,Fraud
f01d5bb1,4940038176685035,MasterCard,849.6,Fraud
71477d86,4553329483099764,Amex,366.34,Legit
856f12f2,4211871659394275,MasterCard,4312.97,Legit
27775483,4492536062906730,MasterCard,2936.42,Legit
1dfc3b10,4515708348524800,Visa,4336.04,Fraud
86d73c73,4406092831005391,Visa,3885.81,Legit
4dd0e865,4533974976909840,MasterCard,2203.59,Legit
133c571a,4743856904998001,Visa,3065.72,Legit
f5bd8c40,4605669818927538,Visa,4436.84,Legit
1b63723d,4834184783619600,MasterCard,3906.8,Legit
fa83d12b,4173762661693679,MasterCard,3808.73,Fraud
f423a5d0,4074937984970679,Amex,851.42,Fraud
921c5a74,4412168868039891,Visa,727.58,Fraud
df1ed1a2,4885735806427939,Visa,3681.32,Fraud
e93d73c8,4600678533903166,MasterCard,714.08,Legit
05e1ec19,4425621816094561,Amex,2581.62,Fraud
a675f58f,4474503787159625,MasterCard,1625.12,Fraud
6d7935af,4086005960406930,Visa,4892.79,Legit
c291bb65,4404584661513074,MasterCard,1008.06,Fraud
6f886015,4427407974829149,MasterCard,4945.76,Legit
0b3aa76b,4044166025734004,MasterCard,2975.04,Legit
a9c6c031,4388750801379300,MasterCard,2837.28,Fraud
ca85549d,4012121737941916,Visa,1808.19,Legit
4881cc7e,4470809123182674,Visa,481.71,Fraud
7ca3587f,4351016883687256,MasterCard,1244.87,Legit
86180301,4185891215829814,Amex,4478.61,Fraud
9a12203e,4846053936126787,MasterCard,205.36,Legit
f6e4cb4d,4559057836352077,MasterCard,4184.31,Fraud
4d6111bc,4414101503255059,Amex,1632.63,Fraud
c71c4dbc,4831878895700678,Visa,1528.6,Legit
f662b22e,4650427212837918,MasterCard,1657.56,Legit
e59bb6c7,4532271480915434,Visa,3222.94,Fraud
d3576094,4540228827370483,MasterCard,3129.52,Fraud
a33a3ec5,4944945445825828,MasterCard,4229.63,Fraud
ffe5ba6d,4588466253114768,MasterCard,4961.74,Legit
86d73c73,4390374466933842,Visa,3676.57,Legit
4c045ef1,4311205477081146,MasterCard,923.23,Legit
4910874d,4228560842539950,Amex,1530.94,Legit
846e4523,4772126603010761,Amex,4736.68,Fraud
33efed1c,4201865995002305,Amex,2920.65,Legit
92ff092c,4079887576305682,Visa,1632.37,Fraud
b72b5c2a,4562254778850631,Amex,3128.49,Legit
ae681f26,4009159453542562,Amex,661.0,Legit
f9d6c235,4967883684583927,Amex,2822.26,Fraud
c1a384d3,4905140316960121,MasterCard,2564.99,Legit
0c60a049,4109668173746765,Visa,816.96,Legit
553543da,4931843062789184,MasterCard,1276.13,Fraud
217448a0,4117739546389516,Visa,2894.96,Legit
ed0a001c,4448999009878237,Visa,494.01,Fraud
c8b00b72,4929718851954336,Visa,3427.94,Legit
26457c17,4085917653281001,Amex,1909.75,Fraud
c67deb4f,4741155027848017,MasterCard,1410.41,Fraud
f93e5c3e,4435351153741495,Visa,4169.32,Legit
0922a08b,4264026942574136,Visa,769.47,Fraud
122e5810,4616817712037071,MasterCard,1152.11,Fraud
7fffa698,4777841665079919,MasterCard,1667.47,Fraud
e76df780,4835151208356810,Visa,3247.17,Legit
bbd9f7a9,4595159369309932,MasterCard,3938.15,Legit
33439e7e,4449931592778069,MasterCard,3044.09,Legit
a988b498,4067077651057184,Amex,232.99,Legit
a6c2fd72,4213327138334422,Amex,3241.61,Legit
d0f902d4,4173399646484831,MasterCard,2480.37,Fraud
19eec199,4162785764352987,Visa,3332.84,Fraud
f5ebcbf3,4542655252462203,Amex,649.88,Legit
9d0c0e0f,4970175670945417,Amex,3752.0,Fraud
c156684c,4244148436511583,Visa,4078.72,Legit
b3d5f361,4750607611631983,Amex,2561.08,Legit
1d64cf36,4938442954489871,Visa,1551.8,Fraud
c85057b6,4476742951443856,Amex,3409.73,Legit
9ab9aba4,4752344338720513,MasterCard,1289.94,Legit
c2078969,4257142299716813,Visa,1261.37,Fraud
fdcc5422,4893270092231902,Amex,616.64,Fraud
db35f8cc,4725182641180825,Amex,2220.12,Legit
95f27835,4126725789732123,Amex,1562.88,Fraud
10a5d5a9,4133669195830686,Visa,2691.18,Fraud
17b53b6f,4076176307254267,MasterCard,2588.05,Legit
5649d991,4710685016668882,Amex,4653.36,Legit
019f0cdd,4003097103645060,MasterCard,1187.59,Fraud
fb572a3a,4362492520544621,Visa,1734.66,Legit
601d022d,4020240200604544,Visa,1976.88,Legit
32495080,4094433954008407,Amex,1498.6,Legit
aca37209,4162061817325259,Visa,4265.38,Fraud
783c3220,4123723292894095,Amex,4417.75,Legit
e30238bf,4243625018699473,Visa,1102.8,Legit
c582544b,4032401748063959,Visa,1206.22,Legit
004b5e7a,4075654946175607,Amex,553.71,Legit
5b9f9ea0,4169244698291062,Visa,1882.04,Fraud
83418f2e,4738538307772285,Amex,390.1,Legit
552fed4a,4845437804773450,MasterCard,1045.93,Fraud
563b48f9,4469376944851013,Visa,904.95,Legit
6315c4e7,4171251082803879,Amex,2302.47,Legit
6f5401b0,4952100930111669,MasterCard,3451.22,Fraud
21d9e2a0,4228539369800359,Amex,375.85,Fraud
2946e9e5,4785212009315304,Visa,2302.15,Fraud
ff85d67f,4641026599106467,MasterCard,64.79,Legit
0320759c,4320959587759434,MasterCard,3600.79,Fraud
292c3ab9,4717659216007632,Amex,4691.93,Fraud
e439c0a6,4027872251137876,MasterCard,1238.75,Legit
6c11b8ce,4781537669026468,Amex,2790.87,Fraud
5b07269e,4157894092856524,MasterCard,362.37,Fraud
7ffc02f6,4126489577489319,Visa,4940.66,Fraud
a2a9f32a,4209269092898966,Visa,4221.67,Legit
dd1dcc08,4012287093596154,Amex,1231.97,Fraud
ce0e8f20,4622372646605314,Amex,2457.98,Fraud
7cc09690,4434287765420014,Amex,2979.48,Fraud
680531a9,4102969122328573,Visa,4750.95,Legit
74145146,4512458147418282,Amex,3031.06,Legit
07f9dfce,4829303312497208,MasterCard,2900.32,Legit
bf92a101,4488969698675666,Amex,2985.49,Legit
57072618,4690330575499643,Visa,2759.94,Legit
6db09075,4042809652379286,Visa,3619.83,Fraud
c8a14b0d,4707454998066218,Amex,4359.31,Legit
73a2cbd4,4067080899969194,MasterCard,4270.33,Fraud
85e548fe,4439665921007814,Visa,3493.62,Legit
9aefc68b,4643059282621524,MasterCard,4191.33,Fraud
21a41d25,4428969242306860,Amex,3764.76,Legit
8e58c15c,4418083423029408,Amex,1548.42,Fraud
e2b6d9c0,4918653999554248,MasterCard,3355.24,Legit
a0f56a91,4005574543567110,MasterCard,4444.33,Legit
87e5dee0,4508199269094073,MasterCard,2220.57,Fraud
ca368272,4331811054249703,MasterCard,1670.19,Fraud
114e2a0b,4283608137780201,MasterCard,1624.9,Legit
be149e65,4920053378776031,Amex,1863.2,Legit
a9f9ca17,4628294990936786,MasterCard,1212.13,Fraud
5e95d15b,4342216302691762,MasterCard,941.54,Fraud
9cad9eb7,4516935800622074,Amex,694.79,Legit
e5fed738,4065846371502410,Visa,3500.0,Legit
636f70b4,4620114942719296,Amex,698.42,Legit
668de00b,4905465090619456,Visa,1857.92,Fraud
dc310906,4942247999503485,Amex,4599.54,Fraud
517f1468,4574533279458770,Visa,1376.08,Legit
36a281e1,4724175156072818,Amex,784.71,Fraud
3449893c,4261331571363626,Amex,1415.3,Legit
35edad80,4186405267134616,Visa,2817.3,Legit
f8bdc219,4115662104206348,Visa,2644.47,Fraud
6b8cd8e7,4337435716172949,Visa,2062.09,Fraud
96080196,4947343180293575,Amex,3732.54,Fraud
f63bccc1,4775879355152317,Amex,2238.87,Legit
9bd19278,4008965015846668,MasterCard,1390.54,Fraud
21600909,4348973061975125,Amex,540.03,Legit
4a963e23,4430680792565591,MasterCard,4023.56,Fraud
3d682ddd,4656819060469790,MasterCard,4154.18,Legit
b93075d0,4091070523242613,Visa,1637.63,Legit
53c35908,4043893484203053,Visa,4870.16,Legit
f854b5cc,4394740291284880,Amex,3799.71,Fraud
bd326ade,4422007178717283,Visa,2196.53,Legit
0ea52efb,4566960132303259,MasterCard,2339.19,Legit
fd109c47,4142279023431704,Visa,3321.62,Fraud
9166b8da,4083876204857010,Visa,3548.25,Fraud
aa79fdb6,4252863135235271,Amex,1964.67,Fraud
4dc5ecad,4774077611458732,Amex,73.2,Legit
92d0b0dd,4046893648431886,Visa,4327.37,Fraud
7fe60854,4531182332259874,Amex,4396.92,Fraud
b266350d,4215074670563343,Amex,1515.79,Fraud
7eabe9e4,4933294947378504,MasterCard,2075.57,Fraud
8025b0ad,4203437882120430,Amex,2154.45,Fraud
8c060ced,4103513096988332,MasterCard,325.57,Legit
4dbd90ed,4945549282005038,MasterCard,3741.28,Fraud
c1ca8f30,4270380972875489,MasterCard,1497.36,Legit
64d3b5c8,4551473091064737,Visa,1876.71,Fraud
2356d0b5,4442319840906665,Amex,2315.53,Legit
f7892879,4829573598852165,MasterCard,380.8,Fraud
01323b78,4653584130371177,MasterCard,3493.77,Legit
3e7c2243,4657654429218961,MasterCard,2668.05,Fraud
2b61365d,4469309847031417,Amex,1658.15,Fraud
f24e7760,4880616475013454,MasterCard,3913.69,Fraud
c69389cc,4205137295251412,MasterCard,2472.43,Fraud
3dde1ee0,4560328820744935,Amex,3908.2,Legit
ead8ad19,4913423517782878,Amex,4026.12,Legit
ef5f819b,4881618722797565,Amex,596.51,Legit
e9e78355,4673435773955634,Amex,2605.35,Fraud
422e43ab,4492462313221227,Amex,2538.18,Legit
4dcae91f,4135553052039862,MasterCard,2727.56,Fraud
5e90fff3,4833634676666580,Amex,1859.12,Fraud
0ba2de8d,4648638044629076,MasterCard,295.26,Legit
a0f54b51,4934556436732477,Visa,1990.29,Fraud
3966c154,4796410369144838,Visa,389.65,Legit
c9b2c311,4030397119117220,Visa,1364.01,Legit
f585c6eb,4272189792928800,Visa,1955.41,Fraud
494a2a02,4956418868333311,MasterCard,1721.53,Fraud
914a0f68,4123646114719333,MasterCard,565.38,Legit
974910ca,4408614298964238,Amex,3213.85,Legit
e53694c8,4978074122205557,MasterCard,73.6,Fraud
14deca6d,4002414373930208,MasterCard,2195.13,Fraud
804119ea,4176305599896720,Visa,2062.21,Legit
23fceb5f,4555621687990642,Visa,3586.61,Legit
d24c7af1,4574349772834676,MasterCard,1771.32,Fraud
b8cd5702,4036090429172654,MasterCard,4910.34,Fraud
2031a5f7,4935112866375939,MasterCard,178.35,Fraud
327ba1a6,4145162375920853,Amex,2601.07,Fraud
a733323c,4903825887328953,Amex,3240.82,Legit
db96297a,4006305180842725,Amex,4149.15,Legit
b57cd03d,4038457113938484,MasterCard,3783.89,Fraud
13b7de2d,4451557919726294,Visa,4631.08,Legit
db010faf,4010787233618653,Visa,3924.46,Legit
fbd61be1,4850636499617243,MasterCard,4976.14,Legit
9e412eee,4137417677320982,Amex,2641.54,Fraud
cbded111,4804133217295574,MasterCard,2639.96,Legit
971162bc,4566155176125466,MasterCard,2452.39,Legit
6bbe2e2f,4747887928123991,Amex,2773.82,Legit
c6079b88,4672921897076135,MasterCard,1663.35,Legit
4e1d3792,4400402759148923,Amex,2736.12,Fraud
4eefc0cd,4128144686741104,MasterCard,2592.13,Legit
a705b75b,4922701245483227,Visa,148.8,Fraud
ebfca8ac,4679002008042051,MasterCard,1850.53,Legit
58b23913,4186836882366714,MasterCard,3805.14,Fraud
4b608720,4784848015411669,Amex,1334.93,Fraud
f937fd46,4310982970257545,MasterCard,2518.82,Fraud
b11d9765,4621439332599068,Amex,4655.0,Fraud
340316fe,4725864913387556,MasterCard,192.72,Fraud
52b74618,4378206678120758,Visa,623.78,Fraud
93a7d42c,4232293158448079,Visa,4840.23,Fraud
e6bc94c3,4914656688807045,MasterCard,3173.21,Fraud
75202f50,4716686378968856,Amex,16.64,Legit
60e4f7c0,4674350956885707,Visa,1221.7,Legit
be56670a,4592558154327079,MasterCard,1751.28,Legit
71fd0312,4157960921565782,Visa,509.65,Legit
eb11f081,4832118376870081,Visa,2258.19,Fraud
e6b88489,4248641405328084,MasterCard,970.25,Legit
a44b66cb,4853399419432634,Amex,1093.9,Fraud
a24b8289,4324312781780143,Amex,4947.23,Legit
83609d67,4257613370603427,Amex,3120.16,Fraud
c4dba476,4805719156993325,Visa,3269.07,Legit
3521b77c,4418380796223802,Amex,1947.53,Legit
bbf0c468,4941126855820913,Visa,816.4,Legit
26e0a009,4517499860474057,Amex,2010.77,Fraud
8ca3671f,4312429997807108,Visa,673.84,Legit
efb490bb,4938656430064996,MasterCard,1056.58,Legit
abd198f9,4134514424091297,MasterCard,1760.72,Fraud
f95f2962,4888265067383024,Visa,28.54,Fraud
b54ccaf5,4742541253781213,Amex,1228.65,Legit
a35bb16f,4384845629748530,MasterCard,1603.08,Fraud
ca6244d8,4478870282588954,Amex,1976.85,Fraud
30b33f26,4572117924650890,MasterCard,4163.26,Fraud
c9cef1df,4139706307333813,MasterCard,4011.91,Legit
82d91ead,4406326442249604,Visa,1549.73,Fraud
4adb22b8,4133234852760153,Visa,1142.25,Fraud
4f514302,4946402309581137,Amex,4570.98,Fraud
8d7d667a,4228919038295860,Visa,1317.24,Legit
b2ae5415,4376239008357610,MasterCard,802.58,Fraud
88bcd596,4608244386471504,Visa,3929.7,Legit
fc63f23b,4349971499299083,MasterCard,4966.17,Legit
79351dd9,4543587360331765,MasterCard,4782.52,Legit
c509c2d2,4297477077243842,Amex,701.59,Legit
b0a87d34,4806867579707910,Amex,1909.31,Fraud
d5bf67bf,4303706718722240,Visa,39.2,Fraud
435ec491,4049280999950317,MasterCard,289.82,Legit
db74cc02,4373430907752869,Amex,1694.68,Legit
cc2f0c8c,4468487034011649,Visa,3495.06,Legit
1e69e8c0,4477104304302140,MasterCard,4579.67,Fraud
43278efd,4913506317759847,MasterCard,1292.55,Fraud
079774cf,4513736620799404,Amex,1630.65,Legit
0217a2ee,4489614782948251,MasterCard,1813.64,Legit
059af670,4140309287373086,Amex,2215.32,Legit
e3a8707e,4075126401109595,Amex,4811.27,Fraud
7d702d82,4471675963844544,Visa,2700.38,Fraud
baa22dd8,4394795330637456,Visa,2960.09,Legit
82d22d60,4505882388494059,Amex,309.88,Fraud
4b49a7d1,4310163267996406,MasterCard,1033.3,Legit
7b6c9461,4988808496074661,Amex,3524.91,Fraud
17d76654,4785592933996471,Visa,534.32,Legit
465db4f8,4464887186124682,Visa,1635.0,Fraud
f447367c,4919736750977861,MasterCard,2681.3,Legit
78f055d1,4214199077702920,Amex,763.76,Legit
89ad0777,4941694820080632,Amex,2161.67,Fraud
9b87ab9c,4387618965274909,Visa,317.44,Fraud
78f7a326,4959543703370272,Amex,2893.03,Fraud
29c840b1,4467987474471113,Visa,2302.56,Fraud
d3efacb3,4925656580427105,Visa,1499.82,Fraud
314a356f,4618372285386198,MasterCard,2133.48,Legit
a1ae7855,4263733437271869,Visa,4062.78,Legit
e1957748,4810489264288603,MasterCard,19.46,Legit
ffb8966d,4052426494773928,Visa,1629.72,Fraud
c1ca8f30,4065196216928168,Visa,1063.55,Fraud
25249b4c,4939766405850805,MasterCard,790.3,Fraud
4d644cd7,4405002962125943,MasterCard,2421.71,Legit
8070acc5,4355889420679077,Visa,4513.75,Legit
73c545f4,4849035119988759,Visa,3972.94,Fraud
74d2238e,4010229562734306,Visa,4890.4,Fraud
fdfd917d,4894547611709438,Amex,896.02,Fraud
43ea0ef4,4398126992705926,Amex,4787.21,Legit
ad76e734,4009997077505303,Visa,3839.53,Fraud
f6e84bcd,4369198699952718,Amex,3014.11,Fraud
